id,name,category,description,sku,weight_or_size,packaging,nutrition,ingredients,image_thumbnail,product_url,innovative_flag
282,Orange Juice 300ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,300ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Orange300ml-Eya.png,/index.php/en/products/282,False
288,Strawberry with Mix Fruit Nectar 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Strawberry1.3L-Eya.png,/index.php/en/products/288,False
286,Strawberry with Mix Fruit Nectar 300ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,300ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Strawberry300ml-Eya.png,/index.php/en/products/286,False
280,Apple Juice 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Apple1.3L-Eya.png,/index.php/en/products/280,False
279,Apple Juice 300ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,300ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Apple300ml-Eya.png,/en/products/279,False
289,Berry with Mix Fruit Nectar 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Berry1.3L-Eya.png,/index.php/en/products/289,False
291,Berry with Mix Fruit Nectar 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Berry180ml-Eya.png,/index.php/en/products/291,False
290,Berry with Mix Fruit Nectar 300ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,300ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/BerryMix300ml-Eya.png,/index.php/en/products/290,False
298,Lemon Mint with Mix Fruit Nectar 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/LemonMint1.3L-Eya.png,/en/products/298,False
297,Lemon Mint with Mix Fruit Nectar 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/LemonMint180m.png,/en/products/297,False
299,Mango with Mix Fruit Nectar 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Mango180ml-Eya.png,/en/products/299,False
306,Mixed Fruit Nectar with 8 Vitamins 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/MixFruitwith8Vitamins1.3L-Eya.png,/en/products/306,False
305,Mixed Fruit Nectar with 8 Vitamins 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/MixedFruit8Vitamins180ml-Eya.png,/en/products/305,False
304,Nadec Mixed Fruit Nectar 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/MixFruit1.3L-Eya.png,/en/products/304,False
307,Orange Carrot with Mix Fruit Nectar 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/OrangeCarrot180ml-Eya.png,/en/products/307,False
308,Orange Carrot with Mix Fruit Nectar 300ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,300ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/OrangeCarrot300ml-Eya.png,/en/products/308,False
283,Orange Juice 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Orange180ml-Eya.png,/en/products/283,False
59,Pomegranate with Mix Fruit Nectar 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Pomegranate1.3L-Eya.png,/en/products/59,False
483,Strawberry Mojito Juice 1.3L,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1.3L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Strawberry%20Mojito%201.3L.png,/index.php/en/products/483,False
484,Strawberry Mojito Juice 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Strawberry%20Mojito%20180%20ml%203.png,/index.php/en/products/484,False
287,Strawberry with Mix Fruit Nectar 180ml,Juices,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,180ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2025-02/Strawberry180ml-Eya.png,/en/products/287,False
55,Back Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-05/%D9%84%D8%AD%D9%85%20%D8%A7%D9%84%D8%B8%D9%87%D8%B1_1.png,/index.php/en/products/55,False
329,Full Thigh Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%A7%D9%84%D9%81%D8%AE%D8%B0%20%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84%D8%A9.png,/index.php/en/products/329,False
326,Local Naimi Sheep,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%86%D8%B9%D9%8A%D9%85%D9%8A%20%D9%85%D8%AD%D9%84%D9%8A.png,/en/products/326,False
328,Pakistani Sheep,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%A7%D9%84%D8%AE%D8%B1%D9%88%D9%81%20%D8%A7%D9%84%D8%A8%D8%A7%D9%83%D8%B3%D8%AA%D8%A7%D9%86%D9%8A.png,/index.php/en/products/328,False
340,Whole Sheep Thigh,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%81%D8%AE%D8%B0%20%D8%BA%D9%86%D9%85%20%D9%83%D8%A7%D9%85%D9%84.png,/index.php/en/products/340,False
327,Australian Sheep,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%A7%D9%84%D8%AE%D8%B1%D9%88%D9%81%20%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D9%84%D9%8A.png,/index.php/en/products/327,False
338,Beef Slices,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD%20%D9%84%D8%AD%D9%85%20%D8%A7%D9%84%D8%A8%D9%82%D8%B1.png,/index.php/en/products/338,False
334,Boneless Thigh,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%81%D8%AE%D8%B0%20%D8%A8%D8%AF%D9%88%D9%86%20%D8%B9%D8%B8%D9%85.png,/index.php/en/products/334,False
332,Brisket Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B3%D9%83%D8%AA.png,/index.php/en/products/332,False
337,Cow's Cheek Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%88%D8%AC%D9%87%20%D9%81%D8%AE%D8%B0%20%D8%A8%D9%82%D8%B1.png,/index.php/en/products/337,False
322,Cow's Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%A8%D9%82%D8%B1.png,/en/products/322,False
335,Cow's Shoulder Meat (Chuck),Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%A7%D9%84%D9%83%D8%AA%D9%81.png,/index.php/en/products/335,False
333,Cows Front Quarter,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%B1%D8%A8%D8%B9%20%D8%A8%D9%82%D8%B1%20%D8%A3%D9%85%D8%A7%D9%85%D9%8A.png,/index.php/en/products/333,False
342,Lamb Front Quarter,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%B1%D8%A8%D8%B9%20%D8%AE%D8%B1%D9%88%D9%81%20%D8%A3%D9%85%D8%A7%D9%85%D9%8A.png,/index.php/en/products/342,False
341,Lamb Shank,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D9%85%D9%88%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%BA%D9%86%D9%85.png,/en/products/341,False
324,Local Angus,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%A7%D9%86%D8%AC%D9%88%D8%B3%20%D9%85%D8%AD%D9%84%D9%8A.png,/en/products/324,False
330,Rib Eye Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%B1%D9%8A%D8%A8%20%D8%A5%D9%8A.png,/en/products/330,False
339,Six Pieces of Lamb Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%BA%D9%86%D9%85%20%D8%B3%D8%AA%20%D9%82%D8%B7%D8%B9.png,/en/products/339,False
331,Striploin Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%B3%D8%AA%D8%B1%D9%8A%D8%A8%D9%84%D9%88%D9%8A%D9%86.png,/en/products/331,False
325,Swakni Sheep,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D8%AE%D8%B1%D9%88%D9%81%20%D8%B3%D9%88%D8%A7%D9%83%D9%86%D9%8A.png,/en/products/325,False
54,Tenderloin Steak,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-05/%D8%B3%D8%AA%D9%8A%D9%83%20%D8%AA%D9%86%D8%AF%D8%B1%D9%84%D9%88%D9%8A%D9%86_0.png,/en/products/54,False
323,Veal Meat,Red Meat (Protein),Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/sites/default/files/styles/item_sm/public/2024-06/%D9%84%D8%AD%D9%85%20%D8%B9%D8%AC%D9%84.png,/index.php/en/products/323,False
406,Candy Crew Tomatoes,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-08/Candy%20Crew%202%20%281%29_0.png,/en/products/406,False
400,Candy Tomatoes,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-08/Candy%20Tomatoes%205%20%281%29.png,/en/products/400,False
402,Cherry on The Vine Tomatoes,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-08/Cherry%20On%20The%20Vine%204%20%281%29_0.png,/en/products/402,False
53,Olive Oil 1L,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,1L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-05/%D8%B2%D9%8A%D8%AA%20%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86%201L.png,/index.php/en/products/53,True
311,Olive Oil 250ml,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,250ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-06/Saudi-OLIVE-OIL-BOTTLE-CLOSED%20copy.png,/en/products/311,True
313,Olive Oil 2L,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,2L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-06/%D8%B2%D9%8A%D8%AA%20%D8%B2%D9%8A%D8%AA%D9%88%D9%86%202%20%D9%84%D8%AA%D8%B1.png,/index.php/en/products/313,True
343,Olive Oil 4L,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,4L,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-06/%D8%B2%D9%8A%D8%AA%20%D8%B2%D9%8A%D8%AA%D9%88%D9%86%204%20%D9%84%D8%AA%D8%B1.png,/index.php/en/products/343,True
312,Olive Oil 500ml,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,500ml,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-06/Saudi-OLIVE-OIL-BOTTLE-CLOSED%20copy_0.png,/index.php/en/products/312,True
418,Plum Tomatoes,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-09/website%20tom%2015%20%281%29.png,/en/products/418,False
403,Strabena Tomatoes,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-08/Strabena%20%281%29.png,/en/products/403,False
417,Tomato on the Vine,Food and Vegetables,Not extracted at detail-page level for full catalog (see sample detail extraction for products/284),,,,Not publicly available (not shown on product detail pages crawled),Not publicly available (not shown on product detail pages crawled),/styles/item_sm/public/2024-09/website%20tom%203%20Large.PNG,/en/products/417,False
